district,year,murder
BOKARO,2001,0
CHAIBASA,2001,0
DEOGHAR,2001,0
DHANBAD,2001,0
"DHANBAD RLY.",2001,0
DUMKA,2001,0
GARHWA,2001,0
GIRIDIH,2001,0
GODDA,2001,0
GUMALA,2001,0
HAZARIBAGH,2001,0
JAMSHEDPUR,2001,0
"JAMSHEDPUR RLY.",2001,0
JAMTARA,2001,0
KODERMA,2001,0
LATEHAR,2001,0
LOHARDAGGA,2001,0
PAKUR,2001,0
PALAMU,2001,0
SARAIKELA,2001,0
SIMDEGA,2001,0
BAGALKOT,2001,0
"BANGALORE COMMR.",2001,0
"BANGALORE RURAL",2001,0
BELGAUM,2001,0
BELLARY,2001,0
BIDAR,2001,0
BIJAPUR,2001,0
CHAMARAJNAGAR,2001,0
CHICKMAGALUR,2001,0
CHITRADURGA,2001,0
"DAKSHIN KANNADA",2001,0
DAVANAGERE,2001,0
"DHARWAD COMMR.",2001,0
"DHARWAD RURAL",2001,0
GADAG,2001,0
GULBARGA,2001,0
HASSAN,2001,0
HAVERI,2001,0
K.G.F.,2001,0
KOLAR,2001,0
KOPPAL,2001,0
MANDYA,2001,0
"MYSORE COMMR.",2001,0
"MYSORE RURAL",2001,0
RAICHUR,2001,0
RAILWAYS,2001,0
SHIMOGA,2001,0
TUMKUR,2001,0
UDUPI,2001,0
"UTTAR KANNADA",2001,0
ALAPUZHA,2001,0
CBCID,2001,0
ERNAKULAM,2001,0
IDUKKI,2001,0
KASARGOD,2001,0
KOLLAM,2001,0
KOTTAYAM,2001,0
KOZHIKODE,2001,0
MALAPPURAM,2001,0
PATHANAMTHITTA,2001,0
RAILWAYS,2001,0
TRIVANDRUM,2001,0
BETUL,2001,0
BHIND,2001,0
"BHOPAL RLY.",2001,0
CHHATARPUR,2001,0
DAMOH,2001,0
DATIYA,2001,0
DEWAS,2001,0
DINDORI,2001,0
HARDA,2001,0
INDORE,2001,0
"INDORE RLY.",2001,0
"JABALPUR RLY.",2001,0
JHABUA,2001,0
KATNI,2001,0
KHARGON,2001,0
MANDSAUR,2001,0
MORENA,2001,0
NARSINGHPUR,2001,0
NEEMUCH,2001,0
RAISEN,2001,0
REWA,2001,0
SATNA,2001,0
SEONI,2001,0
SHAHDOL,2001,0
SHAJAPUR,2001,0
SIDHI,2001,0
UJJAIN,2001,0
UMARIYA,2001,0
VIDISHA,2001,0
AKOLA,2001,0
"AMRAVATI COMMR.",2001,0
"AMRAVATI RURAL",2001,0
"AURANGABAD COMMR.",2001,0
"AURANGABAD RURAL",2001,0
BEED,2001,0
BHANDARA,2001,0
BULDHANA,2001,0
CHANDRAPUR,2001,0
GADCHIROLI,2001,0
GONDIA,2001,0
HINGOLI,2001,0
JALGAON,2001,0
JALNA,2001,0
KOLHAPUR,2001,0
LATUR,2001,0
MUMBAI,2001,0
"MUMBAI RLY.",2001,0
"NAGPUR COMMR.",2001,0
"NAGPUR RURAL",2001,0
NANDED,2001,0
NANDURBAR,2001,0
"NASIK COMMR.",2001,0
"NAVI MUMBAI",2001,0
OSMANABAD,2001,0
PARBHANI,2001,0
"PUNE COMMR.",2001,0
"PUNE RLY.",2001,0
RAIGAD,2001,0
RATNAGIRI,2001,0
SANGLI,2001,0
SATARA,2001,0
SINDHUDURG,2001,0
"SOLAPUR COMMR.",2001,0
"SOLAPUR RURAL",2001,0
"THANE COMMR.",2001,0
"THANE RURAL",2001,0
WARDHA,2001,0
WASHIM,2001,0
YAVATMAL,2001,0
BISHNUPUR,2001,0
CHANDEL,2001,0
CHURACHANDPUR,2001,0
IMPHAL(EAST),2001,0
IMPHAL(WEST),2001,0
SENAPATI,2001,0
TAMENGLONG,2001,0
THOUBAL,2001,0
UKHRUL,2001,0
"GARO HILLS EAST",2001,0
"GARO HILLS SOUTH",2001,0
"GARO HILLS WEST",2001,0
"JAINTIA HILLS",2001,0
"KHASI HILLS EAST",2001,0
"KHASI HILLS WEST",2001,0
RI-BHOI,2001,0
AIZAWL,2001,0
CHAMPHAI,2001,0
KOLASIB,2001,0
LAWNGTLAI,2001,0
LUNGLEI,2001,0
MAMIT,2001,0
SAIHA,2001,0
SERCHHIP,2001,0
DIMAPUR,2001,0
KIPHIRE,2001,0
MOKOKCHUNG,2001,0
PEREN,2001,0
TUENSANG,2001,0
ANGUL,2001,0
BALASORE,2001,0
BARAGARH,2001,0
BERHAMPUR,2001,0
BHADRAK,2001,0
BOUDH,2001,0
CUTTACK,2001,0
DEOGARH,2001,0
DHENKANAL,2001,0
GANJAM,2001,0
JAGATSINGHPUR,2001,0
JAJPUR,2001,0
JHARSUGUDA,2001,0
KALAHANDI,2001,0
KANDHAMAL,2001,0
KENDRAPARA,2001,0
KEONJHAR,2001,0
KHURDA,2001,0
KORAPUT,2001,0
MALKANGIR,2001,0
MAYURBHANJ,2001,0
NAYAGARH,2001,0
NOWRANGPUR,2001,0
NUAPADA,2001,0
PURI,2001,0
RAYAGADA,2001,0
ROURKELA,2001,0
SAMBALPUR,2001,0
SONEPUR,2001,0
SRP(CUTTACK),2001,0
SRP(ROURKELA),2001,0
AMRITSAR,2001,0
BARNALA,2001,0
BATALA,2001,0
BHATINDA,2001,0
FARIDKOT,2001,0
"FATEHGARH SAHIB",2001,0
FEROZEPUR,2001,0
G.R.P,2001,0
GURDASPUR,2001,0
HOSHIARPUR,2001,0
JAGRAON,2001,0
JALANDHAR,2001,0
KAPURTHALA,2001,0
KHANNA,2001,0
LUDHIANA,2001,0
MAJITHA,2001,0
MANSA,2001,0
MOGA,2001,0
MUKTSAR,2001,0
"NAWAN SHAHR",2001,0
PATIALA,2001,0
ROPAR,2001,0
SANGRUR,2001,0
"TARN TARAN",2001,0
AJMER,2001,0
ALWAR,2001,0
BANSWARA,2001,0
BARMER,2001,0
BHARATPUR,2001,0
BHILWARA,2001,0
BIKANER,2001,0
BUNDI,2001,0
CHITTORGARH,2001,0
CHURU,2001,0
DUNGARPUR,2001,0
G.R.P.,2001,0
GANGANAGAR,2001,0
HANUMANGARH,2001,0
JAISALMER,2001,0
JALORE,2001,0
JODHPUR,2001,0
KARAULI,2001,0
NAGAUR,2001,0
RAJSAMAND,2001,0
"SAWAI MADHOPUR",2001,0
SIKAR,2001,0
TONK,2001,0
NORTH,2001,0
WEST,2001,0
ARIYALUR,2001,0
CHENGAI,2001,0
CHENNAI,2001,0
"CHENNAI RLY.",2001,0
"COIMBATORE RURAL",2001,0
"COIMBATORE URBAN",2001,0
CUDDALORE,2001,0
DHARMAPURI,2001,0
DINDIGUL,2001,0
ERODE,2001,0
KANCHIPURAM,2001,0
KANYAKUMARI,2001,0
KARUR,2001,0
"MADURAI RURAL",2001,0
"MADURAI URBAN",2001,0
NAGAPATTINAM,2001,0
NAMAKKAL,2001,0
NILGIRIS,2001,0
PERAMBALUR,2001,0
PUDUKOTTAI,2001,0
RAMNATHAPURAM,2001,0
"SALEM RURAL",2001,0
"SALEM URBAN",2001,0
SIVAGANGAI,2001,0
THANJAVUR,2001,0
THENI,2001,0
"THIRUNELVELI RURAL",2001,0
"THIRUNELVELI URBAN",2001,0
THIRUVALLUR,2001,0
THIRUVANNAMALAI,2001,0
THIRUVARUR,2001,0
THOOTHUGUDI,2001,0
"TRICHY RLY.",2001,0
"TRICHY RURAL",2001,0
"TRICHY URBAN",2001,0
VELLORE,2001,0
VILLUPURAM,2001,0
VIRUDHUNAGAR,2001,0
DHALAI,2001,0
NORTH,2001,0
SOUTH,2001,0
WEST,2001,0
AGRA,2001,0
ALLAHABAD,2001,0
"AMBEDKAR NAGAR",2001,0
AURAIYA,2001,0
AZAMGARH,2001,0
BADAUN,2001,0
BAGHPAT,2001,0
BAHRAICH,2001,0
BALLIA,2001,0
BALRAMPUR,2001,0
BANDA,2001,0
BARABANKI,2001,0
BAREILLY,2001,0
BASTI,2001,0
BIJNOR,2001,0
BULANDSHAHAR,2001,0
CHANDOLI,2001,0
"CHITRAKOOT DHAM",2001,0
DEORIA,2001,0
ETAH,2001,0
ETAWAH,2001,0
FAIZABAD,2001,0
FATEHGARH,2001,0
FATEHPUR,2001,0
FIROZABAD,2001,0
G.R.P.,2001,0
"GAUTAMBUDH NAGAR",2001,0
GHAZIABAD,2001,0
GHAZIPUR,2001,0
GONDA,2001,0
GORAKHPUR,2001,0
HAMIRPUR,2001,0
HARDOI,2001,0
HATHRAS,2001,0
J.P.NAGAR,2001,0
JALAUN,2001,0
JAUNPUR,2001,0
JHANSI,2001,0
KANNAUJ,2001,0
"KANPUR DEHAT",2001,0
"KANPUR NAGAR",2001,0
KAUSHAMBI,2001,0
KHIRI,2001,0
"KUSHI NAGAR",2001,0
LALITPUR,2001,0
LUCKNOW,2001,0
MAHARAJGANJ,2001,0
MAHOBA,2001,0
MAINPURI,2001,0
MATHURA,2001,0
MAU,2001,0
MEERUT,2001,0
MIRZAPUR,2001,0
MUZAFFARNAGAR,2001,0
PILIBHIT,2001,0
PRATAPGARH,2001,0
RAIBAREILLY,2001,0
RAMPUR,2001,0
SAHARANPUR,2001,0
"SANT KABIRNAGAR",2001,0
SHAHJAHANPUR,2001,0
SHRAWASTI,2001,0
SIDHARTHNAGAR,2001,0
SITAPUR,2001,0
SONBHADRA,2001,0
ST.RAVIDASNAGAR,2001,0
SULTANPUR,2001,0
UNNAO,2001,0
VARANASI,2001,0
ALMORA,2001,0
BAGESHWAR,2001,0
CHAMOLI,2001,0
CHAMPAWAT,2001,0
DEHRADUN,2001,0
HARIDWAR,2001,0
NAINITAL,2001,0
"PAURI GARHWAL",2001,0
PITHORAGARH,2001,0
"RUDRA PRAYAG",2001,0
"TEHRI GARHWAL",2001,0
UTTARKASHI,2001,0
"24 PARGANAS NORTH",2001,0
"24 PARGANAS SOUTH",2001,0
ASANSOL,2001,0
BANKURA,2001,0
BIRBHUM,2001,0
BURDWAN,2001,0
COOCHBEHAR,2001,0
"DAKSHIN DINAJPUR",2001,0
DARJEELING,2001,0
HOOGHLY,2001,0
HOWRAH,2001,0
"HOWRAH CITY",2001,0
"HOWRAH G.R.P.",2001,0
JALPAIGURI,2001,0
KOLKATA,2001,0
MALDA,2001,0
MIDNAPUR,2001,0
MURSHIDABAD,2001,0
NADIA,2001,0
PURULIA,2001,0
"SEALDAH G.R.P.",2001,0
"SILIGURI G.R.P.",2001,0
"UTTAR DINAJPUR",2001,0
ANDAMAN,2001,0
NICOBAR,2001,0
CHANDIGARH,2001,0
"D and N HAVELI",2001,0
DAMAN,2001,0
DIU,2001,0
CENTRAL,2001,0
EAST,2001,0
G.R.P.(RLY),2001,0
I.G.I.AIRPORT,2001,0
"NEW DELHI",2001,0
NORTH,2001,0
"NORTH EAST",2001,0
"NORTH WEST",2001,0
S.T.F.,2001,0
SOUTH,2001,0
"SOUTH WEST",2001,0
WEST,2001,0
LAKSHADWEEP,2001,0
PONDICHERRY,2001,0
ADILABAD,2002,0
ANANTAPUR,2002,0
CHITTOOR,2002,0
CUDDAPAH,2002,0
"EAST GODAVARI",2002,0
"GUNTAKAL RLY.",2002,0
GUNTUR,2002,0
"HYDERABAD CITY",2002,0
KHAMMAM,2002,0
KRISHNA,2002,0
KURNOOL,2002,0
MEDAK,2002,0
NALGONDA,2002,0
NELLORE,2002,0
NIZAMABAD,2002,0
PRAKASHAM,2002,0
"RANGA REDDY",2002,0
"SECUNDERABAD RLY.",2002,0
SRIKAKULAM,2002,0
VIJAYAWADA,2002,0
"VIJAYAWADA RLY.",2002,0
"VISAKHA RURAL",2002,0
VISAKHAPATNAM,2002,0
VIZIANAGARAM,2002,0
WARANGAL,2002,0
"WEST GODAVARI",2002,0
"DIBANG VALLEY",2002,0
"KAMENG EAST",2002,0
"KAMENG WEST",2002,0
LOHIT,2002,0
"SIANG EAST",2002,0
"SIANG UPPER",2002,0
"SIANG WEST",2002,0
"SUBANSIRI LOWER",2002,0
"SUBANSIRI UPPER",2002,0
TAWANG,2002,0
TIRAP,2002,0
BARPETA,2002,0
BONGAIGAON,2002,0
C.I.D.,2002,0
CACHAR,2002,0
DARRANG,2002,0
DHEMAJI,2002,0
DHUBRI,2002,0
DIBRUGARH,2002,0
G.R.P.,2002,0
GOALPARA,2002,0
"GUWAHATI CITY",2002,0
HAILAKANDI,2002,0
JORHAT,2002,0
KAMRUP,2002,0
"KARBI ANGLONG",2002,0
KARIMGANJ,2002,0
KOKRAJHAR,2002,0
LAKHIMPUR,2002,0
MORIGAON,2002,0
NAGAON,2002,0
NALBARI,2002,0
R.P.O.,2002,0
SIBSAGAR,2002,0
SONITPUR,2002,0
TINSUKIA,2002,0
ARWAL,2002,0
AURANGABAD,2002,0
BAGAHA,2002,0
BANKA,2002,0
BEGUSARAI,2002,0
BETTIAH,2002,0
BHABHUA,2002,0
BHAGALPUR,2002,0
BHOJPUR,2002,0
BUXAR,2002,0
DARBHANGA,2002,0
GAYA,2002,0
GOPALGANJ,2002,0
"JAMALPUR RLY.",2002,0
JAMUI,2002,0
KATIHAR,2002,0
"KATIHAR RLY.",2002,0
KHAGARIA,2002,0
KISHANGANJ,2002,0
LAKHISARAI,2002,0
MADHEPURA,2002,0
MADHUBANI,2002,0
MOTIHARI,2002,0
MUNGER,2002,0
MUZAFFARPUR,2002,0
"MUZAFFARPUR RLY.",2002,0
NALANDA,2002,0
NAUGACHIA,2002,0
NAWADAH,2002,0
PATNA,2002,0
"PATNA RLY.",2002,0
PURNEA,2002,0
ROHTAS,2002,0
SAHARSA,2002,0
SAMASTIPUR,2002,0
SARAN,2002,0
SHEIKHPURA,2002,0
SHEOHAR,2002,0
SITAMARHI,2002,0
SIWAN,2002,0
SUPAUL,2002,0
VAISHALI,2002,0
BALRAMPUR,2002,0
BIZAPUR,2002,0
DANTEWARA,2002,0
DHAMTARI,2002,0
"GRP RAIPUR",2002,0
JASHPUR,2002,0
KABIRDHAM,2002,0
MAHASAMUND,2002,0
RAIGARH,2002,0
RAIPUR,2002,0
RAJNANDGAON,2002,0
SARGUJA,2002,0
"NORTH GOA",2002,0
"SOUTH GOA",2002,0
"AHMEDABAD RURAL",2002,0
AHWA-DANG,2002,0
AMRELI,2002,0
ANAND,2002,0
BHARUCH,2002,0
BHAVNAGAR,2002,0
DAHOD,2002,0
GANDHINAGAR,2002,0
HIMATNAGAR,2002,0
JAMNAGAR,2002,0
JUNAGADH,2002,0
"KHEDA NORTH",2002,0
MEHSANA,2002,0
NARMADA,2002,0
NAVSARI,2002,0
PATAN,2002,0
PORBANDAR,2002,0
"RAJKOT COMMR.",2002,0
"RAJKOT RURAL",2002,0
"SURAT COMMR.",2002,0
"VADODARA COMMR.",2002,0
W.RLY,2002,0
AMBALA,2002,0
BHIWANI,2002,0
FARIDABAD,2002,0
FATEHABAD,2002,0
GRP,2002,0
GURGAON,2002,0
HISSAR,2002,0
JHAJJAR,2002,0
JIND,2002,0
KAITHAL,2002,0
KARNAL,2002,0
KURUKSHETRA,2002,0
MAHENDRAGARH,2002,0
PANCHKULA,2002,0
PANIPAT,2002,0
REWARI,2002,0
ROHTAK,2002,0
SIRSA,2002,0
SONIPAT,2002,0
YAMUNANAGAR,2002,0
BILASPUR,2002,0
CHAMBA,2002,0
G.R.P.,2002,0
HAMIRPUR,2002,0
KANGRA,2002,0
KINNAUR,2002,0
KULLU,2002,0
LAHAUL-SPITI,2002,0
MANDI,2002,0
SHIMLA,2002,0
SIRMAUR,2002,0
SOLAN,2002,0
UNA,2002,0
ANANTNAG,2002,0
AWANTIPORA,2002,0
BARAMULLA,2002,0
BORDER,2002,0
BUDGAM,2002,0
"CRIME JAMMU",2002,0
"CRIME SRINAGAR",2002,0
DODA,2002,0
GANDERBAL,2002,0
HANDWARA,2002,0
JAMMU,2002,0
KARGIL,2002,0
KATHUA,2002,0
KULGAM,2002,0
KUPWARA,2002,0
LEH,2002,0
POONCH,2002,0
PULWAMA,2002,0
RAILWAYS,2002,0
RAJOURI,2002,0
RAMBAN,2002,0
REASI,2002,0
SRINAGAR,2002,0
UDHAMPUR,2002,0
BOKARO,2002,0
CHAIBASA,2002,0
DEOGHAR,2002,0
"DHANBAD RLY.",2002,0
GODDA,2002,0
HAZARIBAGH,2002,0
"JAMSHEDPUR RLY.",2002,0
KODERMA,2002,0
LATEHAR,2002,0
LOHARDAGGA,2002,0
PAKUR,2002,0
SARAIKELA,2002,0
SIMDEGA,2002,0
"BANGALORE COMMR.",2002,0
"BANGALORE RURAL",2002,0
BELGAUM,2002,0
BELLARY,2002,0
BIDAR,2002,0
BIJAPUR,2002,0
CHAMARAJNAGAR,2002,0
"DAKSHIN KANNADA",2002,0
DAVANAGERE,2002,0
"DHARWAD COMMR.",2002,0
"DHARWAD RURAL",2002,0
GADAG,2002,0
HASSAN,2002,0
HAVERI,2002,0
K.G.F.,2002,0
KODAGU,2002,0
KOLAR,2002,0
KOPPAL,2002,0
MANDYA,2002,0
"MYSORE COMMR.",2002,0
"MYSORE RURAL",2002,0
RAILWAYS,2002,0
SHIMOGA,2002,0
TUMKUR,2002,0
UDUPI,2002,0
"UTTAR KANNADA",2002,0
ALAPUZHA,2002,0
CBCID,2002,0
ERNAKULAM,2002,0
IDUKKI,2002,0
KANNUR,2002,0
KASARGOD,2002,0
KOLLAM,2002,0
KOTTAYAM,2002,0
KOZHIKODE,2002,0
MALAPPURAM,2002,0
PATHANAMTHITTA,2002,0
RAILWAYS,2002,0
THRISSUR,2002,0
TRIVANDRUM,2002,0
WAYANADU,2002,0
BARWANI,2002,0
BHOPAL,2002,0
"BHOPAL RLY.",2002,0
CHHATARPUR,2002,0
CHHINDWARA,2002,0
DATIYA,2002,0
DHAR,2002,0
GUNA,2002,0
HOSHANGABAD,2002,0
"INDORE RLY.",2002,0
"JABALPUR RLY.",2002,0
KHANDWA,2002,0
MANDSAUR,2002,0
MORENA,2002,0
RAISEN,2002,0
SHEOPUR,2002,0
SIHORE,2002,0
UMARIYA,2002,0
VIDISHA,2002,0
AHMEDNAGAR,2002,0
AKOLA,2002,0
"AMRAVATI COMMR.",2002,0
"AMRAVATI RURAL",2002,0
"AURANGABAD COMMR.",2002,0
"AURANGABAD RURAL",2002,0
BEED,2002,0
BHANDARA,2002,0
BULDHANA,2002,0
CHANDRAPUR,2002,0
GADCHIROLI,2002,0
GONDIA,2002,0
HINGOLI,2002,0
JALGAON,2002,0
JALNA,2002,0
KOLHAPUR,2002,0
LATUR,2002,0
MUMBAI,2002,0
"MUMBAI RLY.",2002,0
"NAGPUR COMMR.",2002,0
"NAGPUR RLY.",2002,0
"NAGPUR RURAL",2002,0
NANDED,2002,0
"NASIK COMMR.",2002,0
"NAVI MUMBAI",2002,0
OSMANABAD,2002,0
PARBHANI,2002,0
"PUNE COMMR.",2002,0
"PUNE RLY.",2002,0
"PUNE RURAL",2002,0
RATNAGIRI,2002,0
SANGLI,2002,0
SATARA,2002,0
SINDHUDURG,2002,0
"SOLAPUR COMMR.",2002,0
"SOLAPUR RURAL",2002,0
"THANE COMMR.",2002,0
WARDHA,2002,0
WASHIM,2002,0
BISHNUPUR,2002,0
CHANDEL,2002,0
CHURACHANDPUR,2002,0
IMPHAL(EAST),2002,0
IMPHAL(WEST),2002,0
SENAPATI,2002,0
TAMENGLONG,2002,0
THOUBAL,2002,0
UKHRUL,2002,0
"GARO HILLS EAST",2002,0
"GARO HILLS SOUTH",2002,0
"GARO HILLS WEST",2002,0
"JAINTIA HILLS",2002,0
"KHASI HILLS EAST",2002,0
"KHASI HILLS WEST",2002,0
RI-BHOI,2002,0
AIZAWL,2002,0
CHAMPHAI,2002,0
LAWNGTLAI,2002,0
LUNGLEI,2002,0
MAMIT,2002,0
SAIHA,2002,0
SERCHHIP,2002,0
DIMAPUR,2002,0
KIPHIRE,2002,0
MOKOKCHUNG,2002,0
MON,2002,0
PEREN,2002,0
TUENSANG,2002,0
ANGUL,2002,0
BALASORE,2002,0
BARAGARH,2002,0
BERHAMPUR,2002,0
BHADRAK,2002,0
BOLANGIR,2002,0
BOUDH,2002,0
CUTTACK,2002,0
DEOGARH,2002,0
DHENKANAL,2002,0
GAJAPATI,2002,0
GANJAM,2002,0
JAGATSINGHPUR,2002,0
JAJPUR,2002,0
JHARSUGUDA,2002,0
KALAHANDI,2002,0
KANDHAMAL,2002,0
KENDRAPARA,2002,0
KHURDA,2002,0
NAYAGARH,2002,0
PURI,2002,0
RAYAGADA,2002,0
ROURKELA,2002,0
SAMBALPUR,2002,0
SONEPUR,2002,0
SRP(CUTTACK),2002,0
SRP(ROURKELA),2002,0
SUNDARGARH,2002,0
AMRITSAR,2002,0
BARNALA,2002,0
BATALA,2002,0
BHATINDA,2002,0
FARIDKOT,2002,0
"FATEHGARH SAHIB",2002,0
FEROZEPUR,2002,0
G.R.P,2002,0
GURDASPUR,2002,0
HOSHIARPUR,2002,0
JAGRAON,2002,0
JALANDHAR,2002,0
KAPURTHALA,2002,0
KHANNA,2002,0
LUDHIANA,2002,0
MAJITHA,2002,0
MANSA,2002,0
MOGA,2002,0
MUKTSAR,2002,0
"NAWAN SHAHR",2002,0
PATIALA,2002,0
ROPAR,2002,0
SANGRUR,2002,0
"TARN TARAN",2002,0
AJMER,2002,0
ALWAR,2002,0
BARMER,2002,0
BHARATPUR,2002,0
BHILWARA,2002,0
BIKANER,2002,0
BUNDI,2002,0
CHITTORGARH,2002,0
CHURU,2002,0
DAUSA,2002,0
DHOLPUR,2002,0
DUNGARPUR,2002,0
G.R.P.,2002,0
GANGANAGAR,2002,0
HANUMANGARH,2002,0
JAISALMER,2002,0
JODHPUR,2002,0
KARAULI,2002,0
PALI,2002,0
RAJSAMAND,2002,0
"SAWAI MADHOPUR",2002,0
SIKAR,2002,0
SIROHI,2002,0
UDAIPUR,2002,0
EAST,2002,0
NORTH,2002,0
SOUTH,2002,0
WEST,2002,0
CHENGAI,2002,0
CHENNAI,2002,0
"CHENNAI RLY.",2002,0
"COIMBATORE RURAL",2002,0
"COIMBATORE URBAN",2002,0
CUDDALORE,2002,0
DHARMAPURI,2002,0
DINDIGUL,2002,0
ERODE,2002,0
KANCHIPURAM,2002,0
KANYAKUMARI,2002,0
KARUR,2002,0
"MADURAI RURAL",2002,0
"MADURAI URBAN",2002,0
NAGAPATTINAM,2002,0
NAMAKKAL,2002,0
NILGIRIS,2002,0
PERAMBALUR,2002,0
PUDUKOTTAI,2002,0
RAMNATHAPURAM,2002,0
"SALEM RURAL",2002,0
"SALEM URBAN",2002,0
SIVAGANGAI,2002,0
THANJAVUR,2002,0
THENI,2002,0
"THIRUNELVELI RURAL",2002,0
"THIRUNELVELI URBAN",2002,0
THIRUVALLUR,2002,0
THIRUVANNAMALAI,2002,0
THIRUVARUR,2002,0
THOOTHUGUDI,2002,0
"TRICHY RLY.",2002,0
"TRICHY RURAL",2002,0
"TRICHY URBAN",2002,0
VELLORE,2002,0
VILLUPURAM,2002,0
VIRUDHUNAGAR,2002,0
DHALAI,2002,0
NORTH,2002,0
SOUTH,2002,0
WEST,2002,0
AGRA,2002,0
ALIGARH,2002,0
"AMBEDKAR NAGAR",2002,0
AURAIYA,2002,0
AZAMGARH,2002,0
BADAUN,2002,0
BAGHPAT,2002,0
BAHRAICH,2002,0
BALLIA,2002,0
BALRAMPUR,2002,0
BANDA,2002,0
BARABANKI,2002,0
BAREILLY,2002,0
BASTI,2002,0
BIJNOR,2002,0
BULANDSHAHAR,2002,0
CHANDOLI,2002,0
DEORIA,2002,0
ETAH,2002,0
ETAWAH,2002,0
FAIZABAD,2002,0
FATEHGARH,2002,0
FATEHPUR,2002,0
FIROZABAD,2002,0
G.R.P.,2002,0
"GAUTAMBUDH NAGAR",2002,0
GHAZIABAD,2002,0
GHAZIPUR,2002,0
GONDA,2002,0
GORAKHPUR,2002,0
HAMIRPUR,2002,0
HARDOI,2002,0
HATHRAS,2002,0
J.P.NAGAR,2002,0
JALAUN,2002,0
JAUNPUR,2002,0
JHANSI,2002,0
KANNAUJ,2002,0
"KANPUR DEHAT",2002,0
"KANPUR NAGAR",2002,0
KAUSHAMBI,2002,0
KHIRI,2002,0
"KUSHI NAGAR",2002,0
LALITPUR,2002,0
LUCKNOW,2002,0
MAHARAJGANJ,2002,0
MAHOBA,2002,0
MAINPURI,2002,0
MATHURA,2002,0
MAU,2002,0
MEERUT,2002,0
MIRZAPUR,2002,0
MORADABAD,2002,0
MUZAFFARNAGAR,2002,0
PRATAPGARH,2002,0
RAIBAREILLY,2002,0
RAMPUR,2002,0
SAHARANPUR,2002,0
"SANT KABIRNAGAR",2002,0
SHAHJAHANPUR,2002,0
SHRAWASTI,2002,0
SIDHARTHNAGAR,2002,0
SITAPUR,2002,0
SONBHADRA,2002,0
ST.RAVIDASNAGAR,2002,0
SULTANPUR,2002,0
UNNAO,2002,0
VARANASI,2002,0
ALMORA,2002,0
BAGESHWAR,2002,0
CHAMOLI,2002,0
CHAMPAWAT,2002,0
DEHRADUN,2002,0
HARIDWAR,2002,0
NAINITAL,2002,0
"PAURI GARHWAL",2002,0
PITHORAGARH,2002,0
"RUDRA PRAYAG",2002,0
"TEHRI GARHWAL",2002,0
UTTARKASHI,2002,0
"24 PARGANAS NORTH",2002,0
"24 PARGANAS SOUTH",2002,0
ASANSOL,2002,0
BANKURA,2002,0
BIRBHUM,2002,0
BURDWAN,2002,0
COOCHBEHAR,2002,0
"DAKSHIN DINAJPUR",2002,0
DARJEELING,2002,0
HOOGHLY,2002,0
HOWRAH,2002,0
"HOWRAH CITY",2002,0
"HOWRAH G.R.P.",2002,0
JALPAIGURI,2002,0
"KHARAGPUR G.R.P.",2002,0
KOLKATA,2002,0
MALDA,2002,0
MURSHIDABAD,2002,0
NADIA,2002,0
"PASCHIM MIDNAPUR",2002,0
"PURAB MIDNAPUR",2002,0
PURULIA,2002,0
"SEALDAH G.R.P.",2002,0
"SILIGURI G.R.P.",2002,0
"UTTAR DINAJPUR",2002,0
ANDAMAN,2002,0
NICOBAR,2002,0
CHANDIGARH,2002,0
"D and N HAVELI",2002,0
DAMAN,2002,0
DIU,2002,0
CENTRAL,2002,0
DRP,2002,0
EAST,2002,0
"IGI AIRPORT",2002,0
"NEW DELHI",2002,0
NORTH,2002,0
NORTH-EAST,2002,0
NORTH-WEST,2002,0
SOUTH,2002,0
SOUTH-WEST,2002,0
"SPL CELL",2002,0
STF,2002,0
WEST,2002,0
LAKSHADWEEP,2002,0
PONDICHERRY,2002,0
ADILABAD,2003,0
ANANTAPUR,2003,0
CHITTOOR,2003,0
CUDDAPAH,2003,0
CYBERABAD,2003,0
"EAST GODAVARI",2003,0
"GUNTAKAL RLY.",2003,0
GUNTUR,2003,0
"HYDERABAD CITY",2003,0
KHAMMAM,2003,0
KURNOOL,2003,0
MEDAK,2003,0
NELLORE,2003,0
NIZAMABAD,2003,0
PRAKASHAM,2003,0
"RANGA REDDY",2003,0
"SECUNDERABAD RLY.",2003,0
SRIKAKULAM,2003,0
VIJAYAWADA,2003,0
"VIJAYAWADA RLY.",2003,0
"VISAKHA RURAL",2003,0
VISAKHAPATNAM,2003,0
VIZIANAGARAM,2003,0
WARANGAL,2003,0
"WEST GODAVARI",2003,0
CHANGLANG,2003,0
"DIBANG VALLEY",2003,0
K/KUMEY,2003,0
"KAMENG EAST",2003,0
"KAMENG WEST",2003,0
LOHIT,2003,0
"PAPUM PARE",2003,0
"SIANG EAST",2003,0
"SIANG UPPER",2003,0
"SIANG WEST",2003,0
"SUBANSIRI LOWER",2003,0
"SUBANSIRI UPPER",2003,0
TAWANG,2003,0
TIRAP,2003,0
"UPPER DIBANG VALLEY",2003,0
BARPETA,2003,0
BONGAIGAON,2003,0
C.I.D.,2003,0
CACHAR,2003,0
DARRANG,2003,0
DHEMAJI,2003,0
DHUBRI,2003,0
DIBRUGARH,2003,0
G.R.P.,2003,0
GOALPARA,2003,0
"GUWAHATI CITY",2003,0
